application_id,continent,processing_center,application_date,biometrics_date,biometrics_delay_days,decision_date,processing_days,document_verification_delay,employer,employer_size,salary_usd,applicant_age,education_level,has_job_experience,full_time_flag,case_status,fraud_risk_score,sponsor_country,applicant_country_Argentina,applicant_country_Australia,applicant_country_Bangladesh,applicant_country_Brazil,applicant_country_Canada,applicant_country_Chile,applicant_country_China,applicant_country_Colombia,applicant_country_Egypt,applicant_country_France,applicant_country_Germany,applicant_country_Ghana,applicant_country_India,applicant_country_Italy,applicant_country_Japan,applicant_country_Kenya,applicant_country_Mexico,applicant_country_Netherlands,applicant_country_New Zealand,applicant_country_Nigeria,applicant_country_Pakistan,applicant_country_Philippines,applicant_country_Poland,applicant_country_South Africa,applicant_country_Spain,applicant_country_UAE,applicant_country_UK,applicant_country_USA,visa_type_B1/B2,visa_type_Business,visa_type_F1,visa_type_Family,visa_type_H1B,visa_type_H4,visa_type_J1,visa_type_L1,visa_type_Student (Other),visa_type_Tourist,visa_type_Work (Other)
APP005709,Asia,Delhi Consulate,2021-06-27,10-07-2021,13,2021-10-27,122,10,FinServ,0,0,23,High School,Y,Y,Approved,0.107,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
APP005710,Oceania,San Francisco Consulate,2020-09-08,02-10-2020,24,2021-01-25,139,7,FinServ,731,57055,32,High School,N,Y,Approved,0.299,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005711,Africa,Paris Consulate,2025-03-14,08-04-2025,25,2025-05-09,56,0,BuildIt,527,29650,28,Bachelor's,N,N,Approved,0.26,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP005712,Oceania,Delhi Consulate,2020-04-09,08-05-2020,29,2020-09-05,149,10,InfoCorp,839,72079,37,Bachelor's,Y,N,Approved,0.171,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005713,Europe,Mumbai Consulate,2024-09-01,01-09-2024,0,2024-10-13,42,11,GlobalHire,277,29448,26,Bachelor's,Y,Y,Approved,0.216,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
APP005714,Africa,Berlin Consulate,2024-10-11,23-10-2024,12,2024-11-22,42,3,FinServ,0,0,39,High School,Y,N,Denied,0.268,New Zealand,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005715,Asia,Dubai Consulate,2021-02-04,08-02-2021,4,2021-05-20,105,5,TechSolutions,395,15209,18,Bachelor's,Y,Y,Approved,0.129,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP005716,Asia,Bangalore Consulate,2023-04-29,14-05-2023,15,2023-06-13,45,0,BuildIt,306,19824,30,PhD,Y,N,Denied,0.203,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005717,Asia,Dubai Consulate,2023-07-27,27-08-2023,31,2023-10-05,70,4,BuildIt,256,5278,35,Bachelor's,Y,Y,Approved,0.299,China,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP005718,South America,San Francisco Consulate,2023-03-27,24-04-2023,28,2023-04-20,24,1,MediHealth,30,20727,38,Bachelor's,N,N,Approved,0.283,Brazil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005719,South America,Dubai Consulate,2019-03-06,17-03-2019,11,2019-06-06,92,1,FinServ,0,0,29,Bachelor's,Y,Y,Approved,0.237,New Zealand,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005720,South America,Dubai Consulate,2021-12-24,11-01-2022,18,2022-02-25,63,1,FinServ,556,12610,27,Master's,N,N,Approved,0.22,Colombia,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005721,South America,Bangalore Consulate,2019-02-08,02-03-2019,22,2019-04-08,59,5,FinServ,3882,28514,21,Bachelor's,Y,Y,Approved,0.261,Brazil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP005722,Oceania,Toronto Consulate,2023-11-16,16-11-2023,0,2024-01-30,75,6,FinServ,0,0,28,High School,Y,Y,Approved,0.162,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP005723,North America,Tokyo Consulate,2019-05-09,30-05-2019,21,2019-10-27,171,3,EduWorld,731,131547,36,Bachelor's,Y,N,Approved,0.194,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005724,Asia,London Consulate,2020-07-04,24-07-2020,20,2020-10-18,106,3,EduWorld,179,4372,28,Bachelor's,Y,Y,Denied,0.488,China,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP005725,North America,Paris Consulate,2019-05-04,17-05-2019,13,2019-07-25,82,1,FinServ,326,10366,21,Master's,N,Y,Approved,0.258,Mexico,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005726,Asia,Sydney Consulate,2023-12-05,05-12-2023,0,2024-04-08,125,21,TechSolutions,1326,4391,23,High School,Y,Y,Approved,0.089,Pakistan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005727,South America,Paris Consulate,2018-01-15,15-02-2018,31,2018-02-04,20,8,BuildIt,501,30974,29,High School,Y,Y,Approved,0.283,Colombia,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP005728,Africa,Berlin Consulate,2018-08-19,27-08-2018,8,2018-11-02,75,2,TechSolutions,164,67788,29,High School,N,Y,Approved,0.196,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP005729,South America,Mumbai Consulate,2022-08-29,02-09-2022,4,2022-11-15,78,1,InfoCorp,480,62832,43,Bachelor's,Y,Y,Approved,0.203,Argentina,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP005730,Asia,Sydney Consulate,2023-09-29,29-09-2023,0,2024-02-03,127,8,FinServ,0,0,37,Master's,Y,Y,Approved,0.099,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005731,Asia,Toronto Consulate,2019-09-26,24-10-2019,28,2019-10-17,21,18,TechSolutions,297,20664,18,High School,N,N,Approved,0.246,Philippines,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005732,Europe,Berlin Consulate,2024-08-05,10-08-2024,5,2024-10-12,68,0,MediHealth,229,44080,46,Bachelor's,Y,Y,Approved,0.275,Germany,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP005733,South America,Toronto Consulate,2023-07-02,18-07-2023,16,2023-08-31,60,6,TechSolutions,544,26362,18,High School,N,N,Approved,0.35,Colombia,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP005734,Asia,Toronto Consulate,2021-10-19,26-10-2021,7,2021-12-06,48,0,EduWorld,366,8743,38,Bachelor's,N,Y,Approved,0.22,Bangladesh,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005735,Europe,Chicago Consulate,2022-09-14,29-09-2022,15,2023-01-12,120,0,GlobalHire,172,97431,37,Bachelor's,Y,N,Approved,0.097,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
APP005736,Oceania,Chennai Consulate,2021-03-20,16-04-2021,27,2021-08-16,149,5,TechSolutions,1010,85145,39,High School,Y,N,Approved,0.067,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005737,Oceania,Paris Consulate,2024-02-27,15-03-2024,17,2024-06-11,105,1,FinServ,0,0,40,Master's,Y,Y,Approved,0.108,New Zealand,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP005738,North America,San Francisco Consulate,2023-08-13,14-08-2023,1,2023-10-22,70,5,InfoCorp,158,149040,33,High School,Y,Y,Approved,0.162,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP005739,Asia,Tokyo Consulate,2020-11-18,07-12-2020,19,2021-03-02,104,2,FinServ,661,13478,25,Bachelor's,Y,Y,Approved,0.154,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005740,South America,Dubai Consulate,2019-07-07,31-07-2019,24,2019-07-21,14,3,InfoCorp,427,20685,25,High School,Y,Y,Approved,0.239,Chile,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005741,Europe,Chennai Consulate,2019-05-13,28-05-2019,15,2019-07-15,63,6,MediHealth,1483,13388,20,Master's,N,N,Approved,0.144,Italy,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005742,Africa,Dubai Consulate,2022-04-24,09-05-2022,15,2022-08-14,112,3,BuildIt,385,42462,21,Bachelor's,N,Y,Denied,0.151,Ghana,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005743,Oceania,London Consulate,2023-02-11,17-02-2023,6,2023-03-29,46,0,BuildIt,65,15741,25,Bachelor's,Y,N,Approved,0.344,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP005744,North America,Toronto Consulate,2018-03-23,01-04-2018,9,2018-06-13,82,9,MediHealth,262,33158,27,PhD,Y,Y,Approved,0.232,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP005745,Africa,Tokyo Consulate,2021-12-31,07-01-2022,7,2022-02-13,44,7,FinServ,0,0,46,Bachelor's,N,N,Approved,0.297,New Zealand,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP005746,Asia,Paris Consulate,2019-04-30,11-05-2019,11,2019-06-09,40,5,InfoCorp,772,24629,29,Bachelor's,Y,N,Approved,0.207,Pakistan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005747,Europe,Paris Consulate,2019-08-05,20-08-2019,15,2019-10-29,85,2,EduWorld,947,52204,28,Diploma,Y,Y,Approved,0.154,Spain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP005748,Asia,Paris Consulate,2019-04-18,15-05-2019,27,2019-08-26,130,4,FinServ,0,0,35,Bachelor's,Y,Y,Approved,0.13,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005749,Africa,New York Consulate,2018-10-25,25-10-2018,0,2019-01-15,82,6,FinServ,0,0,22,Diploma,Y,Y,Withdrawn,0.167,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005750,Asia,Hyderabad Consulate,2020-03-20,10-04-2020,21,2020-08-09,142,1,FinServ,0,0,38,Bachelor's,N,Y,Approved,0.181,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005751,North America,Sydney Consulate,2020-11-22,02-12-2020,10,2021-02-16,86,0,BuildIt,121,15728,41,Bachelor's,Y,Y,Approved,0.132,USA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
APP005752,Europe,Paris Consulate,2019-04-06,24-04-2019,18,2019-05-10,34,0,GlobalHire,169,10467,32,Diploma,Y,N,Approved,0.283,France,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005753,Oceania,Chennai Consulate,2021-03-27,15-04-2021,19,2021-04-04,8,4,TechSolutions,1283,23010,19,Diploma,N,Y,Approved,0.213,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005754,Oceania,Mumbai Consulate,2020-06-21,25-06-2020,4,2020-07-29,38,4,GlobalHire,446,32206,30,Bachelor's,Y,Y,Approved,0.188,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP005755,Asia,Chicago Consulate,2019-03-15,15-04-2019,31,2019-04-30,46,5,BuildIt,383,15758,34,High School,Y,N,Denied,0.164,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP005756,South America,Dubai Consulate,2018-11-02,19-11-2018,17,2018-11-20,18,3,InfoCorp,173,26403,47,Master's,Y,Y,Denied,0.212,Colombia,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005757,Asia,Delhi Consulate,2019-08-27,09-09-2019,13,2019-09-29,33,5,TechSolutions,314,18437,25,Master's,Y,Y,Approved,0.2,Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005758,Asia,New York Consulate,2023-05-05,05-05-2023,0,2023-07-24,80,7,TechSolutions,426,11947,22,Diploma,Y,N,Approved,0.226,Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP005759,South America,New York Consulate,2021-04-06,19-04-2021,13,2021-05-16,40,0,FinServ,0,0,40,Bachelor's,Y,N,Approved,0.167,New Zealand,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP005760,Africa,Tokyo Consulate,2024-11-21,19-12-2024,28,2024-12-03,12,0,EduWorld,109,23548,32,Diploma,Y,N,Denied,0.266,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005761,North America,Sydney Consulate,2019-01-07,23-01-2019,16,2019-03-05,57,0,InfoCorp,343,12178,31,High School,N,Y,Denied,0.248,USA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
APP005762,Asia,Delhi Consulate,2019-05-01,20-05-2019,19,2019-06-23,53,1,EduWorld,142,86737,27,PhD,N,Y,Approved,0.248,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP005763,North America,Bangalore Consulate,2019-09-29,09-10-2019,10,2020-01-07,100,0,BuildIt,2549,13518,22,Bachelor's,Y,N,Approved,0.154,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP005764,Africa,Dubai Consulate,2022-10-05,26-10-2022,21,2022-11-20,46,16,BuildIt,982,13771,57,Bachelor's,N,N,Approved,0.163,Ghana,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005765,Asia,Hyderabad Consulate,2024-03-10,24-03-2024,14,2024-07-05,117,1,TechSolutions,695,41761,34,PhD,Y,Y,Denied,0.106,Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP005766,North America,Chennai Consulate,2024-02-15,13-03-2024,27,2024-05-10,85,12,FinServ,0,0,25,Master's,Y,N,Approved,0.27,New Zealand,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP005767,Asia,London Consulate,2019-02-08,27-02-2019,19,2019-06-08,120,39,InfoCorp,110,18345,35,Master's,Y,N,Approved,0.179,Pakistan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP005768,Europe,London Consulate,2024-04-24,09-05-2024,15,2024-06-11,48,5,MediHealth,236,14709,35,High School,Y,N,Approved,0.194,Germany,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP005769,Africa,London Consulate,2022-01-23,04-02-2022,12,2022-03-14,50,7,GlobalHire,214,12095,31,Bachelor's,N,Y,Approved,0.205,Ghana,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP005770,North America,San Francisco Consulate,2025-03-04,24-03-2025,20,2025-06-14,102,4,EduWorld,762,15810,22,High School,Y,Y,Approved,0.115,USA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
APP005771,Asia,Dubai Consulate,2024-09-17,07-10-2024,20,2024-12-19,93,1,FinServ,303,11509,33,Bachelor's,Y,Y,Denied,0.141,Philippines,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP005772,Africa,Paris Consulate,2022-04-20,04-05-2022,14,2022-06-02,43,10,BuildIt,247,32169,27,Diploma,Y,Y,Approved,0.204,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005773,Asia,Dubai Consulate,2021-04-13,02-05-2021,19,2021-06-11,59,2,TechSolutions,133,20511,18,Bachelor's,Y,Y,Withdrawn,0.146,China,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP005774,Africa,New York Consulate,2023-03-10,22-03-2023,12,2023-05-13,64,2,TechSolutions,1899,17125,26,Bachelor's,Y,Y,Approved,0.151,South Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP005775,Africa,London Consulate,2018-09-22,04-10-2018,12,2019-01-09,109,6,MediHealth,911,54107,31,Master's,N,Y,Approved,0.176,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005776,Africa,Toronto Consulate,2020-04-13,13-04-2020,0,2020-08-22,131,5,EduWorld,339,51345,36,High School,Y,Y,Approved,0.09,Nigeria,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP005777,Asia,Toronto Consulate,2019-05-17,23-05-2019,6,2019-06-05,19,2,GlobalHire,274,28715,18,Bachelor's,Y,N,Approved,0.303,Philippines,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP005778,North America,Dubai Consulate,2025-04-25,13-05-2025,18,2025-06-12,48,0,FinServ,404,21246,36,PhD,N,Y,Approved,0.207,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP005779,Africa,Dubai Consulate,2020-07-30,25-08-2020,26,2020-11-02,95,0,TechSolutions,561,14179,41,Master's,Y,Y,Approved,0.174,Ghana,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP005780,Africa,Mumbai Consulate,2023-06-17,24-06-2023,7,2023-06-21,4,1,FinServ,496,16798,22,Bachelor's,Y,Y,Approved,0.212,Nigeria,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005781,North America,Sydney Consulate,2018-03-07,15-03-2018,8,2018-04-23,47,17,BuildIt,866,40314,45,Bachelor's,Y,N,Approved,0.198,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP005782,Europe,San Francisco Consulate,2018-10-26,30-10-2018,4,2018-11-07,12,0,BuildIt,484,33052,41,Bachelor's,Y,N,Approved,0.245,Italy,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP005783,North America,Paris Consulate,2023-02-24,24-02-2023,0,2023-06-15,111,2,MediHealth,363,24507,37,Bachelor's,Y,N,Denied,0.122,Mexico,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP005784,South America,Delhi Consulate,2019-10-26,10-11-2019,15,2020-01-19,85,3,FinServ,0,0,22,Bachelor's,Y,Y,Approved,0.165,New Zealand,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP005785,Oceania,Bangalore Consulate,2022-06-04,25-06-2022,21,2022-09-10,98,4,FinServ,225,92618,38,Bachelor's,Y,N,Approved,0.194,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP005786,South America,Chicago Consulate,2023-01-21,16-02-2023,26,2023-05-14,113,3,EduWorld,785,7672,23,Bachelor's,Y,Y,Approved,0.134,Colombia,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005787,Europe,San Francisco Consulate,2021-05-14,09-06-2021,26,2021-06-15,32,3,InfoCorp,156,32418,34,Bachelor's,Y,Y,Approved,0.278,Spain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP005788,Asia,New York Consulate,2020-10-23,29-10-2020,6,2021-02-14,114,7,EduWorld,615,19572,22,Bachelor's,N,Y,Approved,0.119,Pakistan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP005789,Europe,Tokyo Consulate,2022-03-26,04-04-2022,9,2022-07-08,104,1,TechSolutions,114,88034,34,Master's,N,Y,Approved,0.222,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
APP005790,South America,Toronto Consulate,2018-10-04,16-10-2018,12,2018-12-21,78,3,EduWorld,33,10053,17,Diploma,N,N,Approved,0.157,Argentina,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP005791,South America,Hyderabad Consulate,2024-02-25,25-02-2024,0,2024-07-11,137,8,TechSolutions,745,50671,26,Master's,Y,Y,Approved,0.192,Argentina,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP005792,Africa,Paris Consulate,2019-07-21,02-08-2019,12,2019-10-23,94,21,EduWorld,277,12908,29,Bachelor's,Y,Y,Denied,0.164,Egypt,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
