application_id,continent,applicant_country,visa_type,processing_center,application_date,biometrics_date,biometrics_delay_days,decision_date,processing_days,document_verification_delay,employer,employer_size,salary_usd,applicant_age,education_level,has_job_experience,full_time_flag,case_status,fraud_risk_score,sponsor_country
APP007287,South America,Argentina,B1/B2,Delhi Consulate,10-01-2020,28-01-2020,18,04-03-2020,54,5,MediHealth,157,27483,40,Master's,Y,Y,Approved,0.21,Argentina
APP007288,Oceania,Australia,Work (Other),New York Consulate,16-03-2021,29-03-2021,13,12-07-2021,118,5,GlobalHire,327,69184,33,High School,N,N,Approved,0.12,Australia
APP007289,Asia,Japan,J1,San Francisco Consulate,25-05-2023,07-06-2023,13,20-07-2023,56,0,GlobalHire,177,19646,34,Master's,N,Y,Approved,0.228,Japan
APP007290,South America,Argentina,Business,Sydney Consulate,26-09-2022,18-10-2022,22,31-10-2022,35,0,FinServ,222,3058,18,Bachelor's,N,Y,Approved,0.245,Argentina
APP007291,Europe,Germany,H4,Bangalore Consulate,13-08-2018,29-08-2018,16,09-10-2018,57,5,TechSolutions,591,30293,26,Master's,N,N,Approved,0.24,Germany
APP007292,North America,USA,B1/B2,Chicago Consulate,28-12-2018,18-01-2019,21,09-02-2019,43,2,GlobalHire,1413,17750,30,Master's,N,N,Denied,0.168,USA
APP007293,Oceania,New Zealand,Student (Other),Delhi Consulate,16-06-2021,16-06-2021,0,09-10-2021,115,2,FinServ,1257,10835,21,Bachelor's,Y,Y,Approved,0.137,New Zealand
APP007294,Africa,South Africa,Work (Other),San Francisco Consulate,24-09-2020,09-10-2020,15,20-12-2020,87,5,EduWorld,417,67232,31,Bachelor's,Y,Y,Approved,0.146,South Africa
APP007295,Europe,Spain,Business,San Francisco Consulate,05-01-2019,05-01-2019,0,18-01-2019,13,1,MediHealth,82,37035,27,Bachelor's,N,N,Withdrawn,0.331,Spain
APP007296,North America,Canada,Tourist,London Consulate,18-11-2019,06-12-2019,18,10-01-2020,53,1,BuildIt,2366,11282,33,Master's,Y,N,Approved,0.16,Canada
APP007297,North America,Canada,J1,San Francisco Consulate,23-05-2021,30-05-2021,7,28-08-2021,97,4,GlobalHire,236,19077,48,Master's,Y,Y,Approved,0.119,Canada
APP007298,Europe,UK,B1/B2,London Consulate,16-10-2024,12-11-2024,27,27-10-2024,11,8,GlobalHire,334,16768,34,Master's,Y,Y,Approved,0.249,UK
APP007299,North America,Canada,H4,Delhi Consulate,13-11-2019,08-12-2019,25,27-02-2020,106,1,InfoCorp,592,17622,33,High School,N,Y,Approved,0.096,Canada
APP007300,South America,Argentina,Tourist,Toronto Consulate,27-03-2025,08-04-2025,12,15-04-2025,19,1,TechSolutions,466,17966,46,High School,Y,N,Approved,0.258,Argentina
APP007301,Europe,Poland,L1,Mumbai Consulate,10-01-2024,19-01-2024,9,25-04-2024,106,10,BuildIt,124,22054,28,Bachelor's,N,N,Approved,0.106,Poland
APP007302,South America,Colombia,Student (Other),Bangalore Consulate,29-07-2023,29-07-2023,0,28-12-2023,152,3,EduWorld,544,11900,23,Bachelor's,Y,N,Approved,0.086,Colombia
APP007303,Africa,South Africa,H4,Hyderabad Consulate,05-01-2019,26-01-2019,21,18-03-2019,72,7,N/A,0,0,35,Master's,Y,N,Approved,0.157,N/A
APP007304,Europe,France,H4,Sydney Consulate,09-02-2020,04-03-2020,24,25-04-2020,76,2,TechSolutions,272,26123,34,Bachelor's,Y,N,Approved,0.251,France
APP007305,Asia,China,L1,Sydney Consulate,12-03-2022,12-03-2022,0,15-08-2022,156,8,EduWorld,390,12345,24,Bachelor's,N,Y,Approved,0.062,China
APP007306,Europe,France,Student (Other),Dubai Consulate,27-07-2021,07-08-2021,11,13-11-2021,109,1,MediHealth,82,18472,25,High School,Y,Y,Approved,0.122,France
APP007307,Oceania,Australia,L1,Hyderabad Consulate,22-12-2024,31-12-2024,9,27-04-2025,126,15,GlobalHire,378,93330,23,Master's,Y,Y,Withdrawn,0.153,Australia
APP007308,Oceania,New Zealand,Family,Chennai Consulate,03-05-2019,29-05-2019,26,17-08-2019,106,4,BuildIt,1677,21098,18,Diploma,N,N,Denied,0.128,New Zealand
APP007309,Africa,Ghana,Business,London Consulate,08-11-2021,15-11-2021,7,18-11-2021,10,7,MediHealth,537,17627,43,PhD,Y,N,Approved,0.328,Ghana
APP007310,Oceania,Australia,Business,Sydney Consulate,28-05-2021,30-05-2021,2,31-05-2021,3,0,MediHealth,170,28554,28,Bachelor's,Y,Y,Denied,0.238,Australia
APP007311,South America,Brazil,F1,Sydney Consulate,17-03-2022,27-03-2022,10,01-06-2022,76,0,BuildIt,608,13138,17,Bachelor's,N,N,Approved,0.151,Brazil
APP007312,North America,Canada,Tourist,San Francisco Consulate,30-03-2019,23-04-2019,24,20-05-2019,51,1,InfoCorp,280,25947,30,Bachelor's,Y,N,Approved,0.172,Canada
APP007313,Africa,Egypt,L1,Dubai Consulate,17-12-2024,25-12-2024,8,16-05-2025,150,19,N/A,0,0,28,Bachelor's,Y,Y,Approved,0.11,N/A
APP007314,Europe,Germany,Tourist,Hyderabad Consulate,02-02-2019,06-03-2019,32,26-03-2019,52,1,GlobalHire,831,18085,46,Bachelor's,Y,N,Approved,0.21,Germany
APP007315,Oceania,Australia,J1,Sydney Consulate,31-05-2024,01-07-2024,31,07-08-2024,68,1,TechSolutions,1507,14384,26,Diploma,Y,Y,Approved,0.138,Australia
APP007316,Asia,Bangladesh,H1B,Paris Consulate,16-08-2018,03-09-2018,18,25-11-2018,101,5,MediHealth,295,47463,41,Bachelor's,Y,N,Denied,0.137,Bangladesh
APP007317,Europe,Spain,H4,San Francisco Consulate,23-11-2020,23-12-2020,30,02-02-2021,71,0,InfoCorp,442,21128,44,Bachelor's,Y,N,Approved,0.224,Spain
APP007318,Africa,Kenya,J1,Chennai Consulate,21-10-2024,28-10-2024,7,15-01-2025,86,11,FinServ,446,23529,49,Master's,Y,N,Approved,0.149,Kenya
APP007319,Europe,France,F1,Mumbai Consulate,27-10-2024,15-11-2024,19,07-01-2025,72,3,N/A,0,0,20,Bachelor's,Y,Y,Approved,0.219,N/A
APP007320,North America,Mexico,Work (Other),Paris Consulate,18-09-2020,24-10-2020,36,01-12-2020,74,4,InfoCorp,349,29364,37,High School,Y,Y,Approved,0.187,Mexico
APP007321,Asia,Philippines,Business,Paris Consulate,21-02-2019,06-03-2019,13,06-03-2019,13,10,MediHealth,632,20353,44,Bachelor's,Y,N,Approved,0.221,Philippines
APP007322,Europe,UK,Tourist,London Consulate,26-09-2019,08-10-2019,12,29-10-2019,33,1,FinServ,143,19432,49,Bachelor's,N,N,Approved,0.195,UK
APP007323,Africa,Kenya,J1,Mumbai Consulate,23-12-2018,13-01-2019,21,02-02-2019,41,2,FinServ,176,28748,29,Diploma,Y,Y,Approved,0.234,Kenya
APP007324,North America,Mexico,Student (Other),Mumbai Consulate,16-03-2020,24-03-2020,8,05-06-2020,81,3,MediHealth,367,16458,22,Bachelor's,Y,Y,Approved,0.161,Mexico
APP007325,Europe,UK,L1,Chicago Consulate,11-03-2025,24-03-2025,13,26-06-2025,107,3,N/A,0,0,29,Bachelor's,Y,N,Approved,0.157,N/A
APP007326,North America,Canada,B1/B2,San Francisco Consulate,10-08-2018,10-08-2018,0,25-09-2018,46,0,TechSolutions,1678,33146,38,Bachelor's,Y,N,Approved,0.172,Canada
APP007327,Asia,Japan,B1/B2,Delhi Consulate,17-02-2020,27-02-2020,10,18-03-2020,30,3,TechSolutions,347,28833,18,Master's,Y,Y,Approved,0.267,Japan
APP007328,Asia,Philippines,J1,Bangalore Consulate,12-02-2018,26-02-2018,14,15-04-2018,62,3,GlobalHire,149,34189,40,Master's,Y,Y,Denied,0.195,Philippines
APP007329,Africa,Egypt,Tourist,Mumbai Consulate,13-02-2019,18-03-2019,33,05-03-2019,20,3,BuildIt,808,16438,24,Master's,N,N,Denied,0.235,Egypt
APP007330,Asia,Bangladesh,Student (Other),London Consulate,19-11-2024,02-12-2024,13,17-01-2025,59,0,N/A,0,0,29,Master's,Y,N,Approved,0.193,N/A
APP007331,Oceania,New Zealand,Family,Dubai Consulate,05-07-2021,25-07-2021,20,14-10-2021,101,4,InfoCorp,1986,22837,35,Master's,Y,Y,Approved,0.125,New Zealand
APP007332,North America,Canada,Student (Other),Paris Consulate,06-11-2022,18-11-2022,12,08-02-2023,94,0,MediHealth,233,16730,17,Diploma,Y,N,Approved,0.361,Canada
APP007333,Europe,Netherlands,J1,London Consulate,28-05-2021,02-06-2021,5,01-07-2021,34,1,N/A,0,0,53,Bachelor's,Y,Y,Approved,0.293,N/A
APP007334,Asia,Philippines,Tourist,Paris Consulate,23-01-2020,14-02-2020,22,29-01-2020,6,0,FinServ,585,42768,48,Bachelor's,Y,N,Approved,0.298,Philippines
APP007335,Oceania,Australia,F1,New York Consulate,19-11-2024,23-11-2024,4,22-03-2025,123,1,N/A,0,0,21,Master's,Y,N,Approved,0.165,N/A
APP007336,Oceania,New Zealand,L1,Chennai Consulate,14-08-2018,09-09-2018,26,22-11-2018,100,4,TechSolutions,355,40454,35,Bachelor's,Y,Y,Approved,0.111,New Zealand
APP007337,Africa,South Africa,Family,Mumbai Consulate,06-12-2024,29-12-2024,23,10-03-2025,94,0,BuildIt,675,24941,32,Bachelor's,Y,Y,Approved,0.107,South Africa
APP007338,South America,Brazil,H1B,New York Consulate,05-03-2019,13-03-2019,8,13-08-2019,161,8,GlobalHire,1141,52207,29,Diploma,N,N,Denied,0.12,Brazil
APP007339,South America,Colombia,Family,New York Consulate,27-11-2024,01-12-2024,4,24-01-2025,58,0,GlobalHire,1200,3054,45,High School,Y,N,Approved,0.194,Colombia
APP007340,Asia,India,H1B,Chicago Consulate,27-11-2023,15-12-2023,18,15-04-2024,140,3,MediHealth,231,52446,26,Bachelor's,Y,Y,Denied,0.069,India
APP007341,South America,Argentina,F1,Tokyo Consulate,21-10-2020,18-11-2020,28,14-12-2020,54,1,MediHealth,214,12891,21,Master's,Y,N,Denied,0.322,Argentina
APP007342,Europe,Poland,H4,New York Consulate,03-01-2024,02-02-2024,30,23-02-2024,51,0,FinServ,390,18320,29,Bachelor's,Y,N,Approved,0.197,Poland
APP007343,Europe,Italy,Tourist,Chicago Consulate,31-05-2019,02-06-2019,2,10-07-2019,40,5,InfoCorp,174,30220,49,Master's,Y,Y,Denied,0.197,Italy
APP007344,Europe,Netherlands,H4,Tokyo Consulate,07-08-2023,07-08-2023,0,31-10-2023,85,0,MediHealth,111,18161,31,High School,N,Y,Denied,0.211,Netherlands
APP007345,North America,Mexico,Student (Other),Chennai Consulate,17-04-2025,29-04-2025,12,19-07-2025,93,3,EduWorld,305,11216,22,High School,Y,N,Denied,0.297,Mexico
APP007346,Africa,Ghana,Business,Dubai Consulate,12-04-2022,02-05-2022,20,20-04-2022,8,5,FinServ,295,28265,40,PhD,N,N,Approved,0.211,Ghana
APP007347,Europe,UK,Tourist,Hyderabad Consulate,30-01-2025,30-01-2025,0,05-03-2025,34,1,InfoCorp,2382,22286,18,Master's,Y,Y,Approved,0.228,UK
APP007348,North America,Canada,Business,Dubai Consulate,20-12-2018,29-12-2018,9,13-02-2019,55,10,InfoCorp,336,9231,18,Bachelor's,Y,N,Denied,0.217,Canada
APP007349,South America,Brazil,H1B,London Consulate,18-05-2024,27-05-2024,9,02-10-2024,137,2,EduWorld,80,37777,27,Master's,Y,N,Approved,0.106,Brazil
APP007350,Europe,Germany,Family,Dubai Consulate,10-02-2025,12-02-2025,2,12-05-2025,91,0,EduWorld,488,15778,34,Master's,Y,N,Denied,0.185,Germany
APP007351,South America,Chile,Work (Other),Chennai Consulate,28-06-2019,03-07-2019,5,13-09-2019,77,10,GlobalHire,167,30344,40,Bachelor's,Y,Y,Approved,0.211,Chile
APP007352,Oceania,New Zealand,H1B,Paris Consulate,04-04-2020,14-04-2020,10,12-08-2020,130,8,InfoCorp,236,72179,31,Bachelor's,Y,Y,Denied,0.232,New Zealand
APP007353,Europe,Germany,H1B,Delhi Consulate,28-03-2025,31-03-2025,3,23-08-2025,148,6,N/A,0,0,41,Diploma,N,Y,Approved,0.106,N/A
APP007354,South America,Colombia,J1,Sydney Consulate,23-10-2021,02-11-2021,10,27-12-2021,65,4,GlobalHire,633,17723,23,Diploma,N,Y,Approved,0.136,Colombia
APP007355,Oceania,New Zealand,F1,Bangalore Consulate,23-02-2020,01-03-2020,7,10-05-2020,77,1,N/A,0,0,22,Bachelor's,Y,Y,Approved,0.127,N/A
APP007356,Oceania,New Zealand,H4,Chennai Consulate,03-11-2024,18-11-2024,15,13-01-2025,71,10,InfoCorp,162,32611,20,Diploma,Y,N,Approved,0.15,New Zealand
APP007357,North America,USA,J1,London Consulate,02-02-2020,11-02-2020,9,04-03-2020,31,2,N/A,0,0,35,Bachelor's,Y,Y,Approved,0.174,N/A
APP007358,South America,Brazil,L1,Tokyo Consulate,28-09-2023,02-10-2023,4,27-12-2023,90,0,N/A,0,0,34,Bachelor's,Y,Y,Approved,0.142,N/A
APP007359,South America,Brazil,F1,Chicago Consulate,31-01-2025,02-02-2025,2,31-03-2025,59,0,InfoCorp,348,12873,21,Master's,Y,N,Approved,0.194,Brazil
APP007360,Oceania,New Zealand,H1B,Dubai Consulate,06-04-2022,24-04-2022,18,20-08-2022,136,1,EduWorld,826,83392,32,Bachelor's,Y,N,Approved,0.069,New Zealand
APP007361,Asia,Japan,Tourist,Delhi Consulate,12-12-2019,12-12-2019,0,24-12-2019,12,9,N/A,0,0,53,Master's,N,N,Approved,0.232,N/A
APP007362,Europe,France,H1B,New York Consulate,08-01-2022,19-01-2022,11,05-06-2022,148,6,BuildIt,546,53021,33,Bachelor's,N,Y,Withdrawn,0.098,France
APP007363,North America,Canada,J1,Toronto Consulate,23-06-2022,10-07-2022,17,01-09-2022,70,2,EduWorld,1671,36497,27,Bachelor's,Y,Y,Approved,0.166,Canada
APP007364,South America,Chile,H1B,Paris Consulate,01-07-2024,27-07-2024,26,01-11-2024,123,17,N/A,0,0,28,Bachelor's,N,N,Approved,0.194,N/A
APP007365,Asia,Japan,H4,Tokyo Consulate,21-08-2023,11-09-2023,21,05-11-2023,76,0,BuildIt,145,25633,39,Bachelor's,Y,Y,Withdrawn,0.211,Japan
APP007366,South America,Chile,Student (Other),New York Consulate,29-11-2020,13-12-2020,14,20-02-2021,83,7,MediHealth,566,8734,26,Bachelor's,N,Y,Approved,0.15,Chile
APP007367,Europe,UK,H4,Chicago Consulate,13-05-2022,01-06-2022,19,19-07-2022,67,9,TechSolutions,386,30053,36,Bachelor's,Y,N,Denied,0.154,UK
APP007368,North America,Mexico,L1,New York Consulate,06-07-2019,16-07-2019,10,14-10-2019,100,7,BuildIt,368,20433,21,Diploma,Y,N,Denied,0.169,Mexico
APP007369,Europe,Spain,Tourist,Toronto Consulate,15-12-2023,25-12-2023,10,22-02-2024,69,2,InfoCorp,166,26485,29,Master's,Y,N,Approved,0.188,Spain
APP007370,Oceania,New Zealand,Student (Other),London Consulate,10-10-2022,10-11-2022,31,04-02-2023,117,4,InfoCorp,870,14287,20,Bachelor's,Y,N,Approved,0.118,New Zealand
APP007371,South America,Argentina,H4,Hyderabad Consulate,14-05-2022,23-06-2022,40,24-07-2022,71,4,TechSolutions,508,27335,45,Bachelor's,Y,Y,Approved,0.171,Argentina
APP007372,South America,Brazil,Student (Other),Tokyo Consulate,09-06-2019,09-06-2019,0,06-10-2019,119,15,GlobalHire,5265,4498,17,Diploma,N,Y,Approved,0.154,Brazil
APP007373,Europe,Poland,Business,Delhi Consulate,28-12-2018,20-01-2019,23,20-02-2019,54,8,FinServ,91,22921,23,Master's,Y,N,Approved,0.178,Poland
APP007374,Asia,Philippines,B1/B2,Sydney Consulate,15-04-2022,06-05-2022,21,06-06-2022,52,4,EduWorld,1040,28659,47,Bachelor's,N,N,Approved,0.17,Philippines
APP007375,Asia,Japan,Work (Other),San Francisco Consulate,10-08-2024,29-08-2024,19,11-10-2024,62,0,TechSolutions,421,3970,37,Diploma,N,Y,Approved,0.16,Japan
APP007376,North America,Mexico,Work (Other),Chicago Consulate,23-11-2018,10-12-2018,17,27-02-2019,96,2,TechSolutions,261,52584,30,Bachelor's,Y,Y,Approved,0.221,Mexico
APP007377,Oceania,Australia,B1/B2,Sydney Consulate,10-03-2018,25-03-2018,15,25-03-2018,15,0,N/A,0,0,28,Bachelor's,Y,N,Approved,0.246,N/A
APP007378,Europe,France,H4,Dubai Consulate,16-11-2020,11-12-2020,25,10-01-2021,55,0,BuildIt,1169,22583,28,Master's,N,N,Approved,0.19,France
APP007379,Oceania,New Zealand,B1/B2,Sydney Consulate,22-11-2019,17-12-2019,25,08-12-2019,16,4,GlobalHire,742,13542,20,Diploma,N,Y,Denied,0.254,New Zealand
APP007380,South America,Chile,J1,Mumbai Consulate,10-08-2024,07-09-2024,28,22-09-2024,43,1,TechSolutions,906,28563,34,Bachelor's,Y,Y,Approved,0.209,Chile
APP007381,South America,Brazil,J1,Toronto Consulate,26-04-2024,02-06-2024,37,02-06-2024,37,2,MediHealth,110,30266,24,Bachelor's,Y,Y,Approved,0.224,Brazil
APP007382,South America,Brazil,L1,Hyderabad Consulate,14-06-2021,14-06-2021,0,09-10-2021,117,2,EduWorld,2609,37065,21,PhD,N,Y,Denied,0.098,Brazil
APP007383,Africa,Kenya,Tourist,Hyderabad Consulate,07-08-2024,11-08-2024,4,05-09-2024,29,5,InfoCorp,960,18674,26,Bachelor's,N,Y,Approved,0.287,Kenya
APP007384,North America,USA,Student (Other),Toronto Consulate,30-05-2020,18-06-2020,19,30-09-2020,123,4,MediHealth,200,13434,22,Master's,Y,N,Approved,0.114,USA
APP007385,South America,Brazil,Business,London Consulate,24-06-2020,09-07-2020,15,14-07-2020,20,0,FinServ,528,21288,47,High School,N,N,Approved,0.209,Brazil
APP007386,Europe,Netherlands,Student (Other),Toronto Consulate,02-02-2018,16-02-2018,14,01-04-2018,58,1,MediHealth,41,5940,22,Diploma,Y,N,Approved,0.354,Netherlands
APP007387,Oceania,New Zealand,Tourist,Dubai Consulate,19-10-2023,09-11-2023,21,07-12-2023,49,0,InfoCorp,502,14753,53,High School,Y,Y,Approved,0.217,New Zealand
APP007388,Africa,Ghana,Student (Other),San Francisco Consulate,20-09-2021,14-10-2021,24,07-01-2022,109,2,MediHealth,198,16613,23,Master's,N,Y,Denied,0.109,Ghana
APP007389,Africa,Kenya,Business,Chicago Consulate,15-11-2019,26-11-2019,11,09-12-2019,24,2,EduWorld,778,19266,24,Bachelor's,N,N,Approved,0.182,Kenya
APP007390,North America,Mexico,Family,Sydney Consulate,10-06-2025,19-06-2025,9,10-09-2025,92,5,MediHealth,984,17423,33,High School,N,Y,Denied,0.197,Mexico
APP007391,Europe,Poland,F1,Sydney Consulate,06-11-2019,20-11-2019,14,23-01-2020,78,2,N/A,0,0,23,Bachelor's,Y,N,Approved,0.277,N/A
APP007392,South America,Brazil,H4,Sydney Consulate,13-06-2020,10-07-2020,27,12-08-2020,60,20,TechSolutions,235,31547,45,High School,Y,N,Approved,0.14,Brazil
APP007393,Europe,Germany,L1,Hyderabad Consulate,20-06-2018,24-06-2018,4,06-10-2018,108,9,GlobalHire,513,77542,26,Bachelor's,Y,Y,Denied,0.112,Germany
APP007394,Africa,Ghana,Tourist,London Consulate,16-10-2022,16-10-2022,0,15-11-2022,30,9,N/A,0,0,24,Master's,Y,N,Denied,0.201,N/A
APP007395,Oceania,New Zealand,Family,San Francisco Consulate,27-09-2022,12-10-2022,15,18-12-2022,82,5,TechSolutions,107,22656,32,Bachelor's,N,N,Approved,0.166,New Zealand
APP007396,Africa,Egypt,Family,Toronto Consulate,20-08-2023,20-08-2023,0,26-11-2023,98,0,N/A,0,0,21,PhD,Y,N,Approved,0.173,N/A
APP007397,Asia,Bangladesh,Student (Other),Bangalore Consulate,19-08-2021,10-09-2021,22,24-10-2021,66,0,EduWorld,2310,6296,21,Bachelor's,N,Y,Approved,0.203,Bangladesh
APP007398,Oceania,Australia,Work (Other),Bangalore Consulate,23-02-2021,11-03-2021,16,06-06-2021,103,7,N/A,0,0,28,Bachelor's,N,Y,Approved,0.136,N/A
APP007399,Oceania,New Zealand,Business,Toronto Consulate,03-10-2021,18-10-2021,15,15-10-2021,12,0,N/A,0,0,46,Master's,Y,N,Approved,0.207,N/A
APP007400,Europe,UK,B1/B2,London Consulate,18-02-2025,05-03-2025,15,25-02-2025,7,1,N/A,0,0,29,Diploma,Y,Y,Approved,0.24,N/A
APP007401,Europe,UK,Work (Other),London Consulate,12-11-2021,15-11-2021,3,02-03-2022,110,2,EduWorld,323,52343,37,Bachelor's,Y,Y,Approved,0.133,UK
APP007402,South America,Chile,Business,Tokyo Consulate,12-10-2019,06-11-2019,25,21-10-2019,9,0,BuildIt,158,19602,38,Master's,Y,Y,Approved,0.228,Chile
APP007403,Oceania,New Zealand,J1,Sydney Consulate,17-02-2023,10-03-2023,21,25-02-2023,8,2,GlobalHire,154,17441,31,Master's,N,N,Approved,0.362,New Zealand
APP007404,North America,USA,Family,Mumbai Consulate,18-02-2025,27-02-2025,9,21-05-2025,92,6,InfoCorp,618,17407,26,Bachelor's,N,Y,Approved,0.248,USA
APP007405,North America,Mexico,Student (Other),Tokyo Consulate,03-10-2019,23-10-2019,20,14-01-2020,103,0,BuildIt,132,1000,18,Diploma,Y,Y,Approved,0.117,Mexico
APP007406,Africa,Egypt,L1,Dubai Consulate,08-05-2019,15-05-2019,7,20-08-2019,104,3,InfoCorp,426,36725,31,Bachelor's,Y,N,Approved,0.146,Egypt
APP007407,South America,Brazil,Business,Berlin Consulate,13-07-2023,15-07-2023,2,14-08-2023,32,1,N/A,0,0,35,Bachelor's,N,Y,Denied,0.231,N/A
APP007408,Africa,South Africa,L1,Hyderabad Consulate,03-01-2021,23-01-2021,20,22-05-2021,139,6,FinServ,2624,15639,29,Bachelor's,Y,Y,Approved,0.091,South Africa
APP007409,Oceania,New Zealand,L1,Dubai Consulate,27-07-2021,13-08-2021,17,26-10-2021,91,1,MediHealth,3896,53452,34,High School,N,Y,Approved,0.139,New Zealand
APP007410,Asia,Philippines,L1,Dubai Consulate,11-03-2025,29-03-2025,18,15-06-2025,96,3,GlobalHire,241,30047,36,Master's,N,N,Denied,0.223,Philippines
APP007411,Africa,South Africa,H4,Berlin Consulate,10-07-2022,26-07-2022,16,05-10-2022,87,3,N/A,0,0,19,Master's,Y,Y,Approved,0.168,N/A
APP007412,Africa,Ghana,Business,New York Consulate,31-08-2020,24-09-2020,24,23-09-2020,23,13,N/A,0,0,54,Bachelor's,Y,Y,Approved,0.201,N/A
APP007413,South America,Brazil,H1B,Berlin Consulate,26-04-2020,11-05-2020,15,13-09-2020,140,7,EduWorld,1190,1000,30,Bachelor's,Y,Y,Approved,0.097,Brazil
APP007414,North America,Mexico,Tourist,San Francisco Consulate,23-01-2020,05-02-2020,13,08-03-2020,45,0,FinServ,409,17811,40,Bachelor's,N,Y,Approved,0.248,Mexico
APP007415,Asia,Philippines,H4,New York Consulate,25-02-2020,13-03-2020,17,10-04-2020,45,2,GlobalHire,241,18649,18,Bachelor's,N,Y,Approved,0.225,Philippines
APP007416,Asia,India,L1,Berlin Consulate,02-05-2023,07-05-2023,5,10-08-2023,100,4,BuildIt,189,66294,32,Master's,Y,Y,Approved,0.121,India
APP007417,South America,Argentina,F1,Chicago Consulate,24-02-2021,24-02-2021,0,31-05-2021,96,1,TechSolutions,434,2149,22,Bachelor's,Y,N,Approved,0.14,Argentina
APP007418,Europe,Germany,Tourist,Bangalore Consulate,27-01-2024,13-02-2024,17,02-04-2024,66,1,FinServ,990,20979,18,Diploma,Y,Y,Denied,0.282,Germany
APP007419,South America,Argentina,J1,Dubai Consulate,07-06-2025,18-07-2025,41,02-08-2025,56,0,MediHealth,128,15320,43,Master's,Y,Y,Approved,0.156,Argentina
APP007420,Oceania,Australia,Work (Other),New York Consulate,08-08-2022,25-08-2022,17,25-10-2022,78,6,FinServ,278,82694,37,Bachelor's,N,Y,Approved,0.154,Australia
APP007421,Oceania,Australia,Business,Tokyo Consulate,31-10-2023,24-11-2023,24,24-11-2023,24,8,EduWorld,393,29450,26,High School,N,N,Approved,0.196,Australia
APP007422,North America,Canada,Family,Paris Consulate,21-07-2018,17-08-2018,27,17-09-2018,58,0,N/A,0,0,32,Master's,Y,Y,Approved,0.148,N/A
APP007423,Asia,Philippines,Family,San Francisco Consulate,05-09-2023,17-09-2023,12,16-11-2023,72,1,GlobalHire,1329,17476,35,High School,Y,Y,Approved,0.17,Philippines
APP007424,Asia,Japan,H1B,Dubai Consulate,15-04-2020,09-05-2020,24,18-09-2020,156,1,GlobalHire,394,38415,35,High School,Y,N,Approved,0.051,Japan
APP007425,Europe,France,Tourist,Delhi Consulate,22-10-2018,05-11-2018,14,18-12-2018,57,9,EduWorld,1114,33951,30,High School,Y,N,Approved,0.175,France
APP007426,North America,USA,Work (Other),Paris Consulate,18-09-2020,16-10-2020,28,12-12-2020,85,12,N/A,0,0,34,Bachelor's,Y,Y,Approved,0.2,N/A
APP007427,North America,Mexico,Student (Other),New York Consulate,14-06-2023,28-06-2023,14,21-11-2023,160,24,InfoCorp,996,8958,17,Bachelor's,N,N,Approved,0.127,Mexico
APP007428,Asia,Japan,L1,Bangalore Consulate,21-01-2021,07-02-2021,17,10-05-2021,109,6,MediHealth,186,17472,38,Master's,Y,Y,Denied,0.257,Japan
APP007429,Africa,Nigeria,L1,Hyderabad Consulate,27-07-2024,13-08-2024,17,27-11-2024,123,9,FinServ,96,16994,38,Master's,Y,N,Denied,0.157,Nigeria
APP007430,Europe,Italy,H1B,Berlin Consulate,27-11-2022,15-12-2022,18,20-03-2023,113,3,MediHealth,241,11775,33,Master's,Y,Y,Approved,0.169,Italy
APP007431,Africa,South Africa,Student (Other),Tokyo Consulate,19-07-2019,19-07-2019,0,03-10-2019,76,0,N/A,0,0,21,Bachelor's,Y,Y,Approved,0.181,N/A
APP007432,Africa,Kenya,H1B,Tokyo Consulate,24-09-2021,23-10-2021,29,20-02-2022,149,0,InfoCorp,518,13208,32,Bachelor's,N,N,Denied,0.125,Kenya
APP007433,South America,Argentina,Student (Other),Chicago Consulate,09-05-2021,11-05-2021,2,12-07-2021,64,1,MediHealth,932,5588,25,Bachelor's,Y,Y,Approved,0.192,Argentina
APP007434,Oceania,Australia,H4,Berlin Consulate,20-09-2019,28-09-2019,8,12-11-2019,53,6,InfoCorp,373,7630,46,Diploma,N,Y,Approved,0.275,Australia
APP007435,South America,Chile,Student (Other),Toronto Consulate,10-01-2025,10-01-2025,0,19-05-2025,129,2,InfoCorp,392,17334,23,PhD,Y,N,Approved,0.127,Chile
APP007436,South America,Argentina,Tourist,London Consulate,24-06-2018,17-07-2018,23,01-08-2018,38,2,GlobalHire,52,10759,27,Bachelor's,Y,N,Approved,0.28,Argentina
APP007437,Europe,UK,L1,London Consulate,12-04-2025,21-05-2025,39,30-07-2025,109,2,MediHealth,917,98411,35,Diploma,N,Y,Approved,0.217,UK
APP007438,South America,Argentina,Tourist,Hyderabad Consulate,22-03-2018,13-04-2018,22,13-04-2018,22,5,N/A,0,0,23,Bachelor's,Y,N,Approved,0.318,N/A
APP007439,South America,Colombia,Work (Other),London Consulate,03-08-2021,10-08-2021,7,06-11-2021,95,2,BuildIt,248,24832,36,Master's,Y,Y,Denied,0.119,Colombia
APP007440,Oceania,Australia,H4,Chicago Consulate,13-10-2019,23-10-2019,10,30-12-2019,78,3,MediHealth,435,23110,25,High School,Y,Y,Approved,0.145,Australia
APP007441,Africa,Kenya,Student (Other),Bangalore Consulate,10-06-2020,10-06-2020,0,28-10-2020,140,4,TechSolutions,32,1998,21,Master's,Y,N,Withdrawn,0.146,Kenya
